1.18674879e+01 1.19333654e-05 -5.99999987e-02
1.18674955e+01 9.79957404e-04 -5.83372228e-02
1.18674946e+01 1.99924572e-03 -5.66744432e-02
1.18674908e+01 2.97081470e-03 -5.50116710e-02
1.18674812e+01 3.99104040e-03 -5.33488914e-02
1.18674698e+01 4.97494964e-03 -5.16861193e-02
1.18674545e+01 5.99785708e-03 -5.00233434e-02
1.18674335e+01 6.99817482e-03 -4.83605675e-02
1.18674088e+01 8.02767090e-03 -4.66977917e-02
1.18673763e+01 9.04649496e-03 -4.50350121e-02
1.18673363e+01 1.00868223e-02 -4.33722362e-02
1.18672857e+01 1.11251827e-02 -4.17094603e-02
1.18672237e+01 1.21798012e-02 -4.00466807e-02
1.18671494e+01 1.32378172e-02 -3.83839086e-02
1.18670597e+01 1.43084899e-02 -3.67211327e-02
1.18669510e+01 1.53851155e-02 -3.50583531e-02
1.18668251e+01 1.64715126e-02 -3.33955772e-02
1.18666744e+01 1.75636616e-02 -3.17328051e-02
1.18665009e+01 1.86618045e-02 -3.00700273e-02
1.18662968e+01 1.97629891e-02 -2.84072496e-02
1.18660622e+01 2.08646990e-02 -2.67444737e-02
1.18657942e+01 2.19633766e-02 -2.50816979e-02
1.18654957e+01 2.30559260e-02 -2.34189220e-02
1.18651724e+01 2.41352096e-02 -2.17561442e-02
1.18648109e+01 2.51422115e-02 -2.01640446e-02
1.18644218e+01 2.60587372e-02 -1.86946951e-02
1.18640537e+01 2.68899575e-02 -1.73369385e-02
1.18637104e+01 2.76372656e-02 -1.60806291e-02
1.18633976e+01 2.83129252e-02 -1.49165438e-02
1.18631067e+01 2.89221313e-02 -1.38362991e-02
1.18628435e+01 2.94761285e-02 -1.28322737e-02
1.18626118e+01 2.99837496e-02 -1.18975388e-02
1.18624210e+01 3.04532852e-02 -1.10257948e-02
1.18621979e+01 3.09129171e-02 -1.02113150e-02
1.18618393e+01 3.13994884e-02 -9.44889430e-03
1.18622856e+01 3.17747779e-02 -8.73379875e-03
1.18660069e+01 3.14159840e-02 -8.06626212e-03
1.18688126e+01 3.10912095e-02 -7.45541696e-03
1.18468323e+01 3.50407511e-02 -6.89640315e-03
1.17694769e+01 4.81283516e-02 -6.38478482e-03
1.16388664e+01 6.81667104e-02 -5.91650466e-03
1.14933662e+01 8.64796564e-02 -5.48785971e-03
1.13637142e+01 9.71916169e-02 -5.09546371e-03
1.12499428e+01 1.01175733e-01 -4.73622233e-03
1.11401863e+01 1.01831868e-01 -4.40730853e-03
1.10287647e+01 1.01196945e-01 -4.10613697e-03
1.09158030e+01 9.99018103e-02 -3.83034674e-03
1.08022776e+01 9.82762054e-02 -3.57777788e-03
1.06888409e+01 9.66103375e-02 -3.34645645e-03
1.05762529e+01 9.50802863e-02 -3.13457777e-03
1.04653873e+01 9.37546790e-02 -2.94049154e-03
1.03570213e+01 9.26496238e-02 -2.76268972e-03
1.02517776e+01 9.17581320e-02 -2.59979232e-03
1.01501637e+01 9.10567194e-02 -2.45053764e-03
1.00525694e+01 9.05151516e-02 -2.31377175e-03
9.95928001e+00 9.01007950e-02 -2.18843948e-03
9.87047958e+00 8.97801965e-02 -2.07357551e-03
9.78627110e+00 8.95291790e-02 -1.96829648e-03
9.70669079e+00 8.93280357e-02 -1.87179458e-03
9.63171959e+00 8.91551003e-02 -1.78333081e-03
9.56127357e+00 8.89938623e-02 -1.70222879e-03
9.49273300e+00 8.88374969e-02 -1.62512355e-03
9.42317295e+00 8.86808187e-02 -1.54860038e-03
9.35263729e+00 8.85117203e-02 -1.47266232e-03
9.28115273e+00 8.83198828e-02 -1.39731134e-03
9.20874596e+00 8.81006569e-02 -1.32254907e-03
9.13544559e+00 8.78433138e-02 -1.24837668e-03
9.06127834e+00 8.75381827e-02 -1.17479451e-03
8.98626709e+00 8.71760547e-02 -1.10180222e-03
8.91044044e+00 8.67507607e-02 -1.02939876e-03
8.83495140e+00 8.62665176e-02 -9.58618475e-04
8.76086807e+00 8.57230052e-02 -8.90349154e-04
8.68821907e+00 8.51135701e-02 -8.24496965e-04
8.61703014e+00 8.44374374e-02 -7.60971627e-04
8.54732132e+00 8.36974457e-02 -6.99686876e-04
8.47911072e+00 8.28963965e-02 -6.40559534e-04
8.41240883e+00 8.20347816e-02 -5.83510206e-04
8.34722233e+00 8.11112225e-02 -5.28462406e-04
8.28355408e+00 8.01303536e-02 -4.75342909e-04
8.22140408e+00 7.90966153e-02 -4.24081256e-04
8.16076660e+00 7.80144483e-02 -3.74609896e-04
8.10163403e+00 7.68877864e-02 -3.26863781e-04
8.04399681e+00 7.57188573e-02 -2.80780601e-04
7.98784113e+00 7.45120645e-02 -2.36300330e-04
7.93315125e+00 7.32709616e-02 -1.93365282e-04
7.87991047e+00 7.19983578e-02 -1.51919987e-04
7.82810020e+00 7.06980526e-02 -1.11911169e-04
7.77769852e+00 6.93738237e-02 -7.32874832e-05
7.72868729e+00 6.80285618e-02 -3.59995975e-05
7.68104267e+00 6.66664317e-02 1.33919297e-16
7.63307285e+00 6.52419776e-02 3.59995975e-05
7.58304501e+00 6.37002960e-02 7.32874832e-05
7.53086472e+00 6.20294064e-02 1.11911169e-04
7.47643185e+00 6.02150783e-02 1.51919987e-04
7.41963673e+00 5.82439899e-02 1.93365282e-04
7.36036873e+00 5.61013594e-02 2.36300330e-04
7.29851055e+00 5.37701547e-02 2.80780601e-04
7.23394108e+00 5.12334108e-02 3.26863781e-04
7.16653252e+00 4.84738238e-02 3.74609896e-04
7.09615517e+00 4.54704463e-02 4.24081256e-04
7.02267551e+00 4.21992391e-02 4.75342909e-04
6.94595909e+00 3.86342406e-02 5.28462406e-04
6.86586523e+00 3.47481370e-02 5.83510206e-04
6.78225327e+00 3.05115283e-02 6.40559534e-04
6.69497776e+00 2.58924775e-02 6.99686876e-04
6.60389042e+00 2.08559670e-02 7.60971627e-04
6.50883961e+00 1.53650697e-02 8.24496965e-04
6.40966988e+00 9.38046165e-03 8.90349154e-04
6.30622959e+00 2.85874261e-03 9.58618475e-04
6.19837189e+00 -4.24354523e-03 1.02939876e-03
6.08748627e+00 -1.18651530e-02 1.10180222e-03
5.97522926e+00 -1.99113339e-02 1.17479451e-03
5.86169910e+00 -2.83825919e-02 1.24837668e-03
5.74702215e+00 -3.72751430e-02 1.32254907e-03
5.63135624e+00 -4.65829149e-02 1.39731134e-03
5.51488686e+00 -5.62944263e-02 1.47266232e-03
5.39783382e+00 -6.63911849e-02 1.54860038e-03
5.28043365e+00 -7.68499672e-02 1.62512355e-03
5.16291428e+00 -8.76414776e-02 1.70222879e-03
5.04039192e+00 -9.92180556e-02 1.78333081e-03
4.90840197e+00 -1.12052113e-01 1.87179458e-03
4.76687527e+00 -1.26251474e-01 1.96829648e-03
4.61598587e+00 -1.41899884e-01 2.07357551e-03
4.45621395e+00 -1.59016460e-01 2.18843948e-03
4.28841066e+00 -1.77582026e-01 2.31377175e-03
4.11382961e+00 -1.97558478e-01 2.45053764e-03
3.93415546e+00 -2.18851641e-01 2.59979209e-03
3.75152969e+00 -2.41281390e-01 2.76268972e-03
3.56858611e+00 -2.64577389e-01 2.94049154e-03
3.38838673e+00 -2.88393408e-01 3.13457777e-03
3.21424866e+00 -3.12362045e-01 3.34645621e-03
3.04932880e+00 -3.36086541e-01 3.57777765e-03
2.89631510e+00 -3.59032214e-01 3.83034674e-03
2.75803232e+00 -3.80366445e-01 4.10613697e-03
2.63891315e+00 -3.98790061e-01 4.40730853e-03
2.54525852e+00 -4.12562072e-01 4.73622186e-03
2.48210335e+00 -4.20234770e-01 5.09546325e-03
2.44874430e+00 -4.21625018e-01 5.48785971e-03
2.43774176e+00 -4.17738706e-01 5.91650466e-03
2.43893933e+00 -4.10181344e-01 6.38478389e-03
2.44456887e+00 -4.00516868e-01 6.89640269e-03
2.45106268e+00 -3.89736414e-01 7.45541649e-03
2.45752740e+00 -3.78337145e-01 8.06626212e-03
2.46374941e+00 -3.66417557e-01 8.73379782e-03
2.46985006e+00 -3.54002774e-01 9.44889337e-03
2.47587752e+00 -3.41262162e-01 1.02113141e-02
2.48174572e+00 -3.28244627e-01 1.10257948e-02
2.48745465e+00 -3.14939052e-01 1.18975379e-02
2.49301147e+00 -3.01356018e-01 1.28322728e-02
2.49845219e+00 -2.87504256e-01 1.38362991e-02
2.50377512e+00 -2.73405343e-01 1.49165429e-02
2.50901103e+00 -2.59077013e-01 1.60806272e-02
2.51418543e+00 -2.44557902e-01 1.73369367e-02
2.51932073e+00 -2.29861438e-01 1.86946932e-02
2.52444696e+00 -2.15045333e-01 2.01640427e-02
2.52953959e+00 -2.00138599e-01 2.17561442e-02
2.53430319e+00 -1.85723811e-01 2.34189201e-02
2.53856897e+00 -1.72346562e-01 2.50816979e-02
2.54244137e+00 -1.59872204e-01 2.67444737e-02
2.54596710e+00 -1.48214161e-01 2.84072496e-02
2.54916573e+00 -1.37265190e-01 3.00700255e-02
2.55206585e+00 -1.26954257e-01 3.17328051e-02
2.55469441e+00 -1.17200181e-01 3.33955735e-02
2.55707026e+00 -1.07941926e-01 3.50583531e-02
2.55921412e+00 -9.91209298e-02 3.67211327e-02
2.56114197e+00 -9.06828642e-02 3.83839086e-02
2.56286955e+00 -8.25871825e-02 4.00466807e-02
2.56441140e+00 -7.47829452e-02 4.17094603e-02
2.56577969e+00 -6.72488064e-02 4.33722362e-02
2.56698608e+00 -5.99262267e-02 4.50350121e-02
2.56803989e+00 -5.28232493e-02 4.66977917e-02
2.56895065e+00 -4.58548516e-02 4.83605675e-02
2.56972337e+00 -3.90780047e-02 5.00233434e-02
