5.86169910e+00 1.24837668e-03
5.74702215e+00 1.32254907e-03
5.63135624e+00 1.39731134e-03
5.51488686e+00 1.47266232e-03
5.39783382e+00 1.54860038e-03
5.28043365e+00 1.62512355e-03
5.16291428e+00 1.70222879e-03
5.04039192e+00 1.78333081e-03
4.90840197e+00 1.87179458e-03
4.76687527e+00 1.96829648e-03
4.61598587e+00 2.07357551e-03
4.45621395e+00 2.18843948e-03
4.28841066e+00 2.31377175e-03
4.11382961e+00 2.45053764e-03
3.93415546e+00 2.59979209e-03
3.75152969e+00 2.76268972e-03
3.56858611e+00 2.94049154e-03
3.38838673e+00 3.13457777e-03
3.21424866e+00 3.34645621e-03
3.04932880e+00 3.57777765e-03
2.89631510e+00 3.83034674e-03
2.75803232e+00 4.10613697e-03
2.63891315e+00 4.40730853e-03
2.54525852e+00 4.73622186e-03
2.48210335e+00 5.09546325e-03
2.44874430e+00 5.48785971e-03
2.43774176e+00 5.91650466e-03
2.43893933e+00 6.38478389e-03
2.44456887e+00 6.89640269e-03
2.45106268e+00 7.45541649e-03
2.45752740e+00 8.06626212e-03
2.46374941e+00 8.73379782e-03
2.46985006e+00 9.44889337e-03
2.47587752e+00 1.02113141e-02
2.48174572e+00 1.10257948e-02
2.48745465e+00 1.18975379e-02
2.49301147e+00 1.28322728e-02
2.49845219e+00 1.38362991e-02
2.50377512e+00 1.49165429e-02
2.50901103e+00 1.60806272e-02
2.51418543e+00 1.73369367e-02
2.51932073e+00 1.86946932e-02
2.52444696e+00 2.01640427e-02
2.52953959e+00 2.17561442e-02
2.53430319e+00 2.34189201e-02
2.53856897e+00 2.50816979e-02
2.54244137e+00 2.67444737e-02
2.54596710e+00 2.84072496e-02
2.54916573e+00 3.00700255e-02
2.55206585e+00 3.17328051e-02
2.55469441e+00 3.33955735e-02
2.55707026e+00 3.50583531e-02
2.55921412e+00 3.67211327e-02
2.56114197e+00 3.83839086e-02
2.56286955e+00 4.00466807e-02
2.56441140e+00 4.17094603e-02
2.56577969e+00 4.33722362e-02
2.56698608e+00 4.50350121e-02
2.56803989e+00 4.66977917e-02
2.56895065e+00 4.83605675e-02
2.56972337e+00 5.00233434e-02
2.57037020e+00 5.16861156e-02
2.57088566e+00 5.33488914e-02
2.57129574e+00 5.50116710e-02
2.57156467e+00 5.66744432e-02
2.57174063e+00 5.83372228e-02
2.57179308e+00 5.99999987e-02
