1.18674879e+01 -5.99999987e-02
1.18674955e+01 -5.83372228e-02
1.18674946e+01 -5.66744432e-02
1.18674908e+01 -5.50116710e-02
1.18674812e+01 -5.33488914e-02
1.18674698e+01 -5.16861193e-02
1.18674545e+01 -5.00233434e-02
1.18674335e+01 -4.83605675e-02
1.18674088e+01 -4.66977917e-02
1.18673763e+01 -4.50350121e-02
1.18673363e+01 -4.33722362e-02
1.18672857e+01 -4.17094603e-02
1.18672237e+01 -4.00466807e-02
1.18671494e+01 -3.83839086e-02
1.18670597e+01 -3.67211327e-02
1.18669510e+01 -3.50583531e-02
1.18668251e+01 -3.33955772e-02
1.18666744e+01 -3.17328051e-02
1.18665009e+01 -3.00700273e-02
1.18662968e+01 -2.84072496e-02
1.18660622e+01 -2.67444737e-02
1.18657942e+01 -2.50816979e-02
1.18654957e+01 -2.34189220e-02
1.18651724e+01 -2.17561442e-02
1.18648109e+01 -2.01640446e-02
1.18644218e+01 -1.86946951e-02
1.18640537e+01 -1.73369385e-02
1.18637104e+01 -1.60806291e-02
1.18633976e+01 -1.49165438e-02
1.18631067e+01 -1.38362991e-02
1.18628435e+01 -1.28322737e-02
1.18626118e+01 -1.18975388e-02
1.18624210e+01 -1.10257948e-02
1.18621979e+01 -1.02113150e-02
1.18618393e+01 -9.44889430e-03
1.18622856e+01 -8.73379875e-03
1.18660069e+01 -8.06626212e-03
1.18688126e+01 -7.45541696e-03
1.18468323e+01 -6.89640315e-03
1.17694769e+01 -6.38478482e-03
1.16388664e+01 -5.91650466e-03
1.14933662e+01 -5.48785971e-03
1.13637142e+01 -5.09546371e-03
1.12499428e+01 -4.73622233e-03
1.11401863e+01 -4.40730853e-03
1.10287647e+01 -4.10613697e-03
1.09158030e+01 -3.83034674e-03
1.08022776e+01 -3.57777788e-03
1.06888409e+01 -3.34645645e-03
1.05762529e+01 -3.13457777e-03
1.04653873e+01 -2.94049154e-03
1.03570213e+01 -2.76268972e-03
1.02517776e+01 -2.59979232e-03
1.01501637e+01 -2.45053764e-03
1.00525694e+01 -2.31377175e-03
9.95928001e+00 -2.18843948e-03
9.87047958e+00 -2.07357551e-03
9.78627110e+00 -1.96829648e-03
9.70669079e+00 -1.87179458e-03
9.63171959e+00 -1.78333081e-03
9.56127357e+00 -1.70222879e-03
9.49273300e+00 -1.62512355e-03
9.42317295e+00 -1.54860038e-03
9.35263729e+00 -1.47266232e-03
9.28115273e+00 -1.39731134e-03
9.20874596e+00 -1.32254907e-03
9.13544559e+00 -1.24837668e-03
9.06127834e+00 -1.17479451e-03
8.98626709e+00 -1.10180222e-03
8.91044044e+00 -1.02939876e-03
8.83495140e+00 -9.58618475e-04
8.76086807e+00 -8.90349154e-04
8.68821907e+00 -8.24496965e-04
8.61703014e+00 -7.60971627e-04
8.54732132e+00 -6.99686876e-04
8.47911072e+00 -6.40559534e-04
8.41240883e+00 -5.83510206e-04
8.34722233e+00 -5.28462406e-04
8.28355408e+00 -4.75342909e-04
8.22140408e+00 -4.24081256e-04
8.16076660e+00 -3.74609896e-04
8.10163403e+00 -3.26863781e-04
8.04399681e+00 -2.80780601e-04
7.98784113e+00 -2.36300330e-04
7.93315125e+00 -1.93365282e-04
7.87991047e+00 -1.51919987e-04
7.82810020e+00 -1.11911169e-04
7.77769852e+00 -7.32874832e-05
7.72868729e+00 -3.59995975e-05
7.68104267e+00 1.33919297e-16
7.63307285e+00 3.59995975e-05
7.58304501e+00 7.32874832e-05
7.53086472e+00 1.11911169e-04
7.47643185e+00 1.51919987e-04
7.41963673e+00 1.93365282e-04
7.36036873e+00 2.36300330e-04
7.29851055e+00 2.80780601e-04
7.23394108e+00 3.26863781e-04
7.16653252e+00 3.74609896e-04
7.09615517e+00 4.24081256e-04
7.02267551e+00 4.75342909e-04
6.94595909e+00 5.28462406e-04
6.86586523e+00 5.83510206e-04
6.78225327e+00 6.40559534e-04
6.69497776e+00 6.99686876e-04
6.60389042e+00 7.60971627e-04
6.50883961e+00 8.24496965e-04
6.40966988e+00 8.90349154e-04
6.30622959e+00 9.58618475e-04
6.19837189e+00 1.02939876e-03
6.08748627e+00 1.10180222e-03
5.97522926e+00 1.17479451e-03
